m	n	result	time
1000000	1000	false	3200
1000000	1000	false	200
1000000	1000	false	200
1000000	1000	false	200
1000000	1000	false	200
1000000	1000	false	100
1000000	1000	false	100
1000000	1000	false	100
1000000	1000	false	200
1000000	1000	false	100
1000000	2000	false	200
1000000	2000	false	300
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	2000	false	100
1000000	3000	false	200
1000000	3000	false	200
1000000	3000	false	200
1000000	3000	false	100
1000000	3000	false	100
1000000	3000	false	200
1000000	3000	false	100
1000000	3000	false	100
1000000	3000	false	100
1000000	3000	false	100
1000000	4000	false	200
1000000	4000	false	100
1000000	4000	false	200
1000000	4000	false	100
1000000	4000	false	100
1000000	4000	false	100
1000000	4000	false	0
1000000	4000	false	100
1000000	4000	false	100
1000000	4000	false	0
1000000	5000	false	200
1000000	5000	false	100
1000000	5000	false	100
1000000	5000	false	100
1000000	5000	false	100
1000000	5000	false	200
1000000	5000	false	400
1000000	5000	false	200
1000000	5000	false	200
1000000	5000	false	100
1000000	6000	false	300
1000000	6000	false	200
1000000	6000	false	100
1000000	6000	false	0
1000000	6000	false	100
1000000	6000	false	100
1000000	6000	false	100
1000000	6000	false	100
1000000	6000	false	100
1000000	6000	false	100
1000000	7000	false	200
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	7000	false	100
1000000	8000	false	200
1000000	8000	false	100
1000000	8000	false	100
1000000	8000	false	0
1000000	8000	false	0
1000000	8000	false	100
1000000	8000	false	100
1000000	8000	false	100
1000000	8000	false	100
1000000	8000	false	100
1000000	9000	false	300
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	9000	false	100
1000000	10000	true	200
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	100
1000000	10000	true	200
1000000	10000	true	300
1000000	11000	false	300
1000000	11000	false	200
1000000	11000	false	200
1000000	11000	false	100
1000000	11000	false	100
1000000	11000	false	100
1000000	11000	false	100
1000000	11000	false	0
1000000	11000	false	100
1000000	11000	false	100
1000000	12000	false	300
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	100
1000000	12000	false	0
1000000	12000	false	100
1000000	13000	false	300
1000000	13000	false	100
1000000	13000	false	100
1000000	13000	false	100
1000000	13000	false	100
1000000	13000	false	0
1000000	13000	false	100
1000000	13000	false	600
1000000	13000	false	100
1000000	13000	false	100
