m	n	d	result	time
1000000	57000	418660	true	0
1000000	58000	423822	true	200
1000000	58000	423822	true	100
1000000	58000	423822	true	100
1000000	58000	423822	true	0
1000000	58000	423822	true	100
1000000	58000	423822	true	100
1000000	58000	423822	true	0
1000000	58000	423822	true	100
1000000	58000	423822	true	0
1000000	58000	423822	true	100
1000000	59000	428858	false	400
1000000	59000	428858	false	100
1000000	59000	428858	false	100
1000000	59000	428858	false	100
1000000	59000	428858	false	0
1000000	59000	428858	false	100
1000000	59000	428858	false	0
1000000	59000	428858	false	100
1000000	59000	428858	false	100
1000000	59000	428858	false	100
1000000	60000	433710	false	500
1000000	60000	433710	false	100
1000000	60000	433710	false	100
1000000	60000	433710	false	100
1000000	60000	433710	false	100
1000000	60000	433710	false	100
1000000	60000	433710	false	0
1000000	60000	433710	false	100
1000000	60000	433710	false	0
1000000	60000	433710	false	0
1000000	61000	438442	true	300
1000000	61000	438442	true	0
1000000	61000	438442	true	100
1000000	61000	438442	true	100
1000000	61000	438442	true	100
1000000	61000	438442	true	100
1000000	61000	438442	true	0
1000000	61000	438442	true	0
1000000	61000	438442	true	100
1000000	61000	438442	true	0
1000000	62000	442812	false	19300
1000000	62000	442812	false	200
1000000	62000	442812	false	200
1000000	62000	442812	false	200
1000000	62000	442812	false	0
1000000	62000	442812	false	100
1000000	62000	442812	false	100
1000000	62000	442812	false	100
1000000	62000	442812	false	100
1000000	62000	442812	false	100
1000000	63000	447481	true	400
1000000	63000	447481	true	0
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	63000	447481	true	100
1000000	64000	452178	false	401
1000000	64000	452178	false	200
1000000	64000	452178	false	0
1000000	64000	452178	false	100
1000000	64000	452178	false	0
1000000	64000	452178	false	0
1000000	64000	452178	false	100
1000000	64000	452178	false	100
1000000	64000	452178	false	100
1000000	64000	452178	false	0
1000000	65000	456945	false	200
1000000	65000	456945	false	0
1000000	65000	456945	false	100
1000000	65000	456945	false	0
1000000	65000	456945	false	0
1000000	65000	456945	false	100
1000000	65000	456945	false	100
1000000	65000	456945	false	0
1000000	65000	456945	false	100
1000000	65000	456945	false	100
1000000	66000	461535	true	400
1000000	66000	461535	true	100
1000000	66000	461535	true	100
1000000	66000	461535	true	100
1000000	66000	461535	true	100
1000000	66000	461535	true	100
1000000	66000	461535	true	100
1000000	66000	461535	true	101
1000000	66000	461535	true	100
1000000	66000	461535	true	0
1000000	67000	465995	false	300
1000000	67000	465995	false	100
1000000	67000	465995	false	100
1000000	67000	465995	false	100
1000000	67000	465995	false	100
1000000	67000	465995	false	0
1000000	67000	465995	false	100
1000000	67000	465995	false	100
1000000	67000	465995	false	100
1000000	67000	465995	false	0
1000000	68000	470253	true	300
1000000	68000	470253	true	0
1000000	68000	470253	true	0
1000000	68000	470253	true	0
1000000	68000	470253	true	100
1000000	68000	470253	true	100
1000000	68000	470253	true	100
1000000	68000	470253	true	100
1000000	68000	470253	true	0
1000000	68000	470253	true	100
1000000	69000	474531	true	300
1000000	69000	474531	true	100
1000000	69000	474531	true	100
1000000	69000	474531	true	100
1000000	69000	474531	true	100
1000000	69000	474531	true	100
1000000	69000	474531	true	100
1000000	69000	474531	true	0
1000000	69000	474531	true	0
1000000	69000	474531	true	0
1000000	70000	478696	false	499
1000000	70000	478696	false	200
1000000	70000	478696	false	100
1000000	70000	478696	false	0
1000000	70000	478696	false	0
1000000	70000	478696	false	100
1000000	70000	478696	false	100
1000000	70000	478696	false	100
1000000	70000	478696	false	100
1000000	70000	478696	false	0
1000000	71000	482805	true	100
1000000	71000	482805	true	100
1000000	71000	482805	true	0
1000000	71000	482805	true	0
1000000	71000	482805	true	100
1000000	71000	482805	true	100
1000000	71000	482805	true	100
1000000	71000	482805	true	0
1000000	71000	482805	true	100
1000000	71000	482805	true	0
1000000	72000	486949	true	200
1000000	72000	486949	true	100
1000000	72000	486949	true	0
1000000	72000	486949	true	100
1000000	72000	486949	true	100
1000000	72000	486949	true	100
1000000	72000	486949	true	0
1000000	72000	486949	true	100
1000000	72000	486949	true	0
1000000	72000	486949	true	100
1000000	73000	490881	true	300
1000000	73000	490881	true	100
1000000	73000	490881	true	100
1000000	73000	490881	true	0
1000000	73000	490881	true	0
1000000	73000	490881	true	0
1000000	73000	490881	true	100
1000000	73000	490881	true	100
1000000	73000	490881	true	0
1000000	73000	490881	true	100
1000000	74000	494887	false	800
1000000	74000	494887	false	100
1000000	74000	494887	false	100
1000000	74000	494887	false	100
1000000	74000	494887	false	0
1000000	74000	494887	false	0
1000000	74000	494887	false	100
1000000	74000	494887	false	100
1000000	74000	494887	false	100
1000000	74000	494887	false	0
1000000	75000	498767	false	300
1000000	75000	498767	false	100
1000000	75000	498767	false	100
1000000	75000	498767	false	100
1000000	75000	498767	false	0
1000000	75000	498767	false	100
1000000	75000	498767	false	100
1000000	75000	498767	false	100
1000000	75000	498767	false	100
1000000	75000	498767	false	0
1000000	76000	502823	false	200
1000000	76000	502823	false	100
1000000	76000	502823	false	0
1000000	76000	502823	false	0
1000000	76000	502823	false	100
1000000	76000	502823	false	0
1000000	76000	502823	false	100
1000000	76000	502823	false	0
1000000	76000	502823	false	0
1000000	76000	502823	false	100
1000000	77000	506880	true	200
1000000	77000	506880	true	100
1000000	77000	506880	true	0
1000000	77000	506880	true	0
1000000	77000	506880	true	100
1000000	77000	506880	true	100
1000000	77000	506880	true	0
1000000	77000	506880	true	100
1000000	77000	506880	true	100
1000000	77000	506880	true	0
1000000	78000	510683	true	300
1000000	78000	510683	true	100
1000000	78000	510683	true	0
1000000	78000	510683	true	100
1000000	78000	510683	true	0
1000000	78000	510683	true	0
1000000	78000	510683	true	100
1000000	78000	510683	true	100
1000000	78000	510683	true	100
1000000	78000	510683	true	0
1000000	79000	514418	false	501
1000000	79000	514418	false	100
1000000	79000	514418	false	100
1000000	79000	514418	false	101
1000000	79000	514418	false	100
1000000	79000	514418	false	100
1000000	79000	514418	false	100
1000000	79000	514418	false	0
1000000	79000	514418	false	100
1000000	79000	514418	false	100
1000000	80000	518155	false	200
1000000	80000	518155	false	100
1000000	80000	518155	false	100
1000000	80000	518155	false	100
1000000	80000	518155	false	101
1000000	80000	518155	false	100
1000000	80000	518155	false	0
1000000	80000	518155	false	100
1000000	80000	518155	false	100
1000000	80000	518155	false	100
1000000	81000	521876	false	200
1000000	81000	521876	false	100
1000000	81000	521876	false	100
1000000	81000	521876	false	100
1000000	81000	521876	false	0
1000000	81000	521876	false	0
1000000	81000	521876	false	100
1000000	81000	521876	false	100
1000000	81000	521876	false	0
1000000	81000	521876	false	100
1000000	82000	525463	true	100
1000000	82000	525463	true	100
1000000	82000	525463	true	0
1000000	82000	525463	true	0
1000000	82000	525463	true	0
1000000	82000	525463	true	100
1000000	82000	525463	true	100
1000000	82000	525463	true	0
1000000	82000	525463	true	100
1000000	82000	525463	true	100
1000000	83000	529131	false	200
1000000	83000	529131	false	100
1000000	83000	529131	false	0
1000000	83000	529131	false	0
1000000	83000	529131	false	100
1000000	83000	529131	false	100
1000000	83000	529131	false	100
1000000	83000	529131	false	100
1000000	83000	529131	false	100
1000000	83000	529131	false	100
1000000	84000	532416	false	400
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	84000	532416	false	100
1000000	85000	535921	true	100
1000000	85000	535921	true	100
1000000	85000	535921	true	0
1000000	85000	535921	true	100
1000000	85000	535921	true	100
1000000	85000	535921	true	99
1000000	85000	535921	true	100
1000000	85000	535921	true	100
1000000	85000	535921	true	100
1000000	85000	535921	true	0
1000000	86000	539379	true	100
1000000	86000	539379	true	100
1000000	86000	539379	true	0
1000000	86000	539379	true	0
1000000	86000	539379	true	100
1000000	86000	539379	true	0
1000000	86000	539379	true	0
1000000	86000	539379	true	100
1000000	86000	539379	true	100
1000000	86000	539379	true	100
1000000	87000	542807	true	300
1000000	87000	542807	true	100
1000000	87000	542807	true	100
1000000	87000	542807	true	100
1000000	87000	542807	true	100
1000000	87000	542807	true	0
1000000	87000	542807	true	100
1000000	87000	542807	true	0
1000000	87000	542807	true	100
1000000	87000	542807	true	100
1000000	88000	546322	false	100
1000000	88000	546322	false	100
1000000	88000	546322	false	100
1000000	88000	546322	false	100
1000000	88000	546322	false	100
1000000	88000	546322	false	100
1000000	88000	546322	false	0
1000000	88000	546322	false	100
1000000	88000	546322	false	0
1000000	88000	546322	false	100
1000000	89000	549790	true	201
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	100
1000000	89000	549790	true	0
1000000	90000	553067	false	100
1000000	90000	553067	false	101
1000000	90000	553067	false	100
1000000	90000	553067	false	100
1000000	90000	553067	false	100
1000000	90000	553067	false	100
1000000	90000	553067	false	0
1000000	90000	553067	false	0
1000000	90000	553067	false	100
1000000	90000	553067	false	100
1000000	91000	556476	true	200
1000000	91000	556476	true	100
1000000	91000	556476	true	100
1000000	91000	556476	true	0
1000000	91000	556476	true	0
1000000	91000	556476	true	100
1000000	91000	556476	true	100
1000000	91000	556476	true	100
1000000	91000	556476	true	100
1000000	91000	556476	true	0
1000000	92000	559809	false	100
1000000	92000	559809	false	99
1000000	92000	559809	false	0
1000000	92000	559809	false	100
1000000	92000	559809	false	0
1000000	92000	559809	false	0
1000000	92000	559809	false	0
1000000	92000	559809	false	0
1000000	92000	559809	false	100
1000000	92000	559809	false	0
1000000	93000	563060	false	100
1000000	93000	563060	false	0
1000000	93000	563060	false	0
1000000	93000	563060	false	100
1000000	93000	563060	false	0
1000000	93000	563060	false	100
1000000	93000	563060	false	100
1000000	93000	563060	false	0
1000000	93000	563060	false	100
1000000	93000	563060	false	100
1000000	94000	566011	true	200
1000000	94000	566011	true	100
1000000	94000	566011	true	100
1000000	94000	566011	true	100
1000000	94000	566011	true	100
1000000	94000	566011	true	100
1000000	94000	566011	true	0
1000000	94000	566011	true	0
1000000	94000	566011	true	99
1000000	94000	566011	true	100
1000000	95000	569132	true	400
1000000	95000	569132	true	100
1000000	95000	569132	true	100
1000000	95000	569132	true	0
1000000	95000	569132	true	100
1000000	95000	569132	true	100
1000000	95000	569132	true	0
1000000	95000	569132	true	0
1000000	95000	569132	true	100
1000000	95000	569132	true	100
1000000	96000	572320	false	400
1000000	96000	572320	false	200
1000000	96000	572320	false	100
1000000	96000	572320	false	0
1000000	96000	572320	false	100
1000000	96000	572320	false	100
1000000	96000	572320	false	100
1000000	96000	572320	false	100
1000000	96000	572320	false	100
1000000	96000	572320	false	100
1000000	97000	575110	true	300
1000000	97000	575110	true	100
1000000	97000	575110	true	100
1000000	97000	575110	true	0
1000000	97000	575110	true	0
1000000	97000	575110	true	100
1000000	97000	575110	true	0
1000000	97000	575110	true	0
1000000	97000	575110	true	0
1000000	97000	575110	true	0
1000000	98000	578056	true	400
1000000	98000	578056	true	100
1000000	98000	578056	true	0
1000000	98000	578056	true	100
1000000	98000	578056	true	100
1000000	98000	578056	true	0
1000000	98000	578056	true	0
1000000	98000	578056	true	100
1000000	98000	578056	true	0
1000000	98000	578056	true	0
1000000	99000	580989	false	0
1000000	99000	580989	false	0
1000000	99000	580989	false	100
1000000	99000	580989	false	0
1000000	99000	580989	false	100
1000000	99000	580989	false	100
1000000	99000	580989	false	0
1000000	99000	580989	false	0
1000000	99000	580989	false	0
1000000	99000	580989	false	0
1000000	100000	583593	false	100
1000000	100000	583593	false	100
1000000	100000	583593	false	0
1000000	100000	583593	false	0
